Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/13  15:00:00,0,76786640.15,189402778.8
 01/13  16:00:00,0,81347897.69,185102172.2
 01/13  17:00:00,0,119664336,188269169.1
 01/13  18:00:00,0,148468337.4,192249270.2
 01/13  19:00:00,0,155609553.7,193586770
 01/13  20:00:00,0,152191411,192552547.8
 01/13  21:00:00,0,151505122.1,211402037.2
 01/13  22:00:00,0,132667018.9,223469867.9
 01/13  23:00:00,0,107855332.2,221285066.2
 01/13  24:00:00,0,87260178,220846823.5
 01/14  01:00:00,0,74700443.95,226287322.3
 01/14  02:00:00,0,72835513.46,229932112
 01/14  03:00:00,0,71949852.2,232250853
 01/14  04:00:00,0,71500417.19,234270598.9
 01/14  05:00:00,0,78941730.21,235483215.7
 01/14  06:00:00,0,95064873.41,246038978
 01/14  07:00:00,0,113772249.7,281783452.3
 01/14  08:00:00,0,123440857.7,282373082.1
 01/14  09:00:00,0,92196932.91,275034922.1
 01/14  10:00:00,0,82229984.86,272011732.4
 01/14  11:00:00,0,72115256.3,276106267.2
 01/14  12:00:00,0,71459779.05,234587662
 01/14  13:00:00,0,70108690.92,207553340.1
 01/14  14:00:00,0,68110720.06,192773046.9
 01/14  15:00:00,0,67362501.02,183130184
 01/14  16:00:00,0,73147496.85,210163652.8
 01/14  17:00:00,0,112301050.1,234981593.6
 01/14  18:00:00,0,149740672.6,243570478.1
 01/14  19:00:00,0,156982292.9,229591599.3
 01/14  20:00:00,0,153148659.2,217664279.1
 01/14  21:00:00,0,151569722.1,212964044.9
 01/14  22:00:00,0,132043606.9,206792115.4
 01/14  23:00:00,0,107735438.8,217947894.6
 01/14  24:00:00,0,87381830.97,224040302.1
 01/15  01:00:00,0,74744163.69,227473772.4
 01/15  02:00:00,0,72456522.1,219589529.2
 01/15  03:00:00,0,70793562.54,200890750.2
 01/15  04:00:00,0,71021089.47,221054324.8
 01/15  05:00:00,0,78714191.39,228966376.4
 01/15  06:00:00,0,94428428.5,228634479.4
 01/15  07:00:00,0,113049472.3,262294124.3
 01/15  08:00:00,0,118836773.5,262416090.7
 01/15  09:00:00,0,91965512.33,268632150.7
 01/15  10:00:00,0,81407101.86,250557021.4
 01/15  11:00:00,0,69940995.1,220003363.4
 01/15  12:00:00,0,69750124.15,190954771.4
 01/15  13:00:00,0,68863433.2,176557547.1
 01/15  14:00:00,0,66453432.04,152657322.4
 01/15  15:00:00,0,65955805.53,149182441.9
 01/15  16:00:00,0,71689212.76,173899175.1
