Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 04/14  20:00:00,149214810.5,0,0,50538588.88,23169600,71628391.33,3878230.321,0.002544658,151541117.2,100065122.4,51475994.77
 04/14  21:00:00,129980453,0,0,38769174.04,23169600,63729202.5,4312476.428,0.002069655,153742294.5,111678721.3,42063573.18
 04/14  22:00:00,105446074.4,0,0,26999759.2,23169600,50531492.12,4745223.116,0.001798225,159775452,123090405.5,36685046.56
 04/14  23:00:00,84676994.5,0,0,18440184.77,23169600,37863633.89,5203575.847,0.000983934,155714416.4,135164949.7,20549466.7
 04/14  24:00:00,71764872.17,0,0,14886432.88,23169600,28085665.77,5623173.509,0.00027143,152590352.3,146159518,6430834.314
 04/15  01:00:00,69866876.1,0,0,14886432.88,23169600,25966257.16,5844586.064,0.00013564,155639912.7,151901190.2,3738722.523
 04/15  02:00:00,68957463.45,0,0,14886432.88,23169600,24906552.85,5994877.716,3.39101E-05,157636440.9,155912757.6,1723683.355
 04/15  03:00:00,68559129.13,0,0,14886432.88,23169600,24376700.69,6126395.549,3.39101E-05,161214946.5,159491301.9,1723644.637
 04/15  04:00:00,76071771.28,0,0,19471919.18,23169600,27266590.8,6163661.289,0.00013564,164248305.6,160510840.9,3737464.671
 04/15  05:00:00,92283847.15,0,0,27381883.05,23169600,35695631.8,6036732.3,0.000915572,176257695.5,157081457,19176238.54
 04/15  06:00:00,95614799.1,0,0,29139652.8,7723200,53083565.93,5668380.359,0.003187548,211314531.6,147164220.9,64150310.68
 04/15  07:00:00,97440672.85,0,0,27343670.67,0,64691719.85,5405282.328,0.003391009,208401964.5,140224121.7,68177842.79
 04/15  08:00:00,89846574.49,0,0,18898733.4,0,65221572,5726269.084,0.003255368,214466669.7,148973848.3,65492821.38
 04/15  09:00:00,79136225.06,0,0,16873476.95,0,57081753.83,5180994.287,0.002848447,191475187,134037429.8,57437757.17
 04/15  10:00:00,67574863.17,0,0,16873476.95,0,46581897.7,4119488.523,0.002577167,157530689.6,105462975.2,52067714.36
 04/15  11:00:00,67225268.67,0,0,16873476.95,0,47111749.85,3240041.865,0.002068515,124209503.5,82210619.39,41998884.1
 04/15  12:00:00,66001267.54,0,0,16873476.95,0,46581897.7,2545892.89,0.001797235,100695835.9,64066994.62,36628841.29
 04/15  13:00:00,63662310.11,0,0,16873476.95,0,44992341.23,1796491.925,0.001593774,77395332.67,44794023.48,32601309.19
 04/15  14:00:00,63147427.05,0,0,16873476.95,0,44462489.08,1811461.024,0.001390314,73801290.98,45227513.9,28573777.08
 04/15  15:00:00,67737719.66,0,0,20197954.51,0,46052045.54,1487719.605,0.001593774,69625295.97,37023986.78,32601309.19
 04/15  16:00:00,94156455.87,0,0,29101440.42,0,63969831.83,1085183.612,0.001865055,64808768.37,26837416.37,37971351.99
 04/15  17:00:00,120069877.8,0,0,35865032.71,0,83236545.25,968299.8724,0.002475436,74038499.26,23984550.95,50053948.31
 04/15  18:00:00,128354052.3,0,0,44004270.9,0,83236545.25,1113236.136,0.002916267,86544369.37,27764101.5,58780267.87
 04/15  19:00:00,129200760.1,0,0,50003615.48,3861600,73747799.95,1587744.649,0.002780627,96049775.88,39954529.41,56095246.47
 04/15  20:00:00,147860197.9,0,0,50538588.88,23169600,71628391.33,2523617.702,0.002543256,116078505.9,64682046.87,51396459.01
 04/15  21:00:00,128683869.8,0,0,38769174.04,23169600,63729202.5,3015893.306,0.002068515,119728641.1,77729757,41998884.1
 04/15  22:00:00,104082862.6,0,0,26999759.2,23169600,50531492.12,3382011.288,0.001797235,123719327.3,87090486.05,36628841.29
 04/15  23:00:00,83750898.12,0,0,18440184.77,23169600,37863633.89,4277479.465,0.000983392,131343171.3,110824458.4,20518712.87
 04/15  24:00:00,71184691.68,0,0,14886432.88,23169600,28085665.77,5042993.023,0.000271281,137577815.7,131155465.2,6422350.5
 04/16  01:00:00,69784015.15,0,0,14886432.88,23169600,25966257.16,5761725.111,0.000135564,154551301.7,150816848,3734453.737
 04/16  02:00:00,69229160.12,0,0,14886432.88,23169600,24906552.85,6266574.389,3.38912E-05,166436980.6,164714366.5,1722614.165
 04/16  03:00:00,68933718.3,0,0,14886432.88,23169600,24376700.69,6500984.727,3.38912E-05,172667919.7,170945344.6,1722575.089
 04/16  04:00:00,76546472.59,0,0,19471919.18,23169600,27266590.8,6638362.599,0.000135565,178279091.6,174545907,3733184.639
 04/16  05:00:00,92784361.38,0,0,27381883.05,23169600,35695631.8,6537246.533,0.000915062,190832075.7,171684736.5,19147339.22
 04/16  06:00:00,96187079.43,0,0,29139652.8,7723200,53083565.93,6240660.691,0.003185771,227589617.8,163539921.1,64049696.78
 04/16  07:00:00,97848681.36,0,0,27343670.67,0,64691719.85,5813290.842,0.003389119,219556284.4,151485477.6,68070806.72
 04/16  08:00:00,89985275.49,0,0,18898733.4,0,65221572,5864970.091,0.003253554,218056761.9,152666695.1,65390066.76
 04/16  09:00:00,79333980.38,0,0,16873476.95,0,57081753.83,5378749.598,0.00284686,196681146.4,139333299.5,57347846.88
 04/16  10:00:00,68434435.04,0,0,16873476.95,0,46581897.7,4979060.393,0.00257573,180428888,128442521,51986366.95
 04/16  11:00:00,68739842.05,0,0,16873476.95,0,47111749.85,4754615.246,0.002067362,164552218.9,122618626.8,41933592.1
 04/16  12:00:00,67512305,0,0,16873476.95,0,46581897.7,4056930.354,0.001796233,140596493.4,104024381.2,36572112.18
 04/16  13:00:00,65635650.32,0,0,16873476.95,0,44992341.23,3769832.138,0.001592886,128945990.8,96394988.55,32551002.24
 04/16  14:00:00,64987870.66,0,0,16873476.95,0,44462489.08,3651904.63,0.001389539,121919487.2,93389594.95,28529892.29
 04/16  15:00:00,69885246.63,0,0,20197954.51,0,46052045.54,3635246.574,0.001592886,125484899.3,92933897.03,32551002.24
 04/16  16:00:00,96040371.7,0,0,29101440.42,0,63969831.83,2969099.441,0.001864015,113335969.8,75423487.66,37912482.16
 04/16  17:00:00,121284283.5,0,0,35865032.71,0,83236545.25,2182705.53,0.002474057,104886182.4,54910370.4,49975811.98
 04/16  18:00:00,129176079.2,0,0,44004270.9,0,83236545.25,1935263.071,0.002914642,107191141.1,48502924.19,58688216.86
 04/16  19:00:00,129618172.4,0,0,50003615.48,3861600,73747799.95,2005156.968,0.002779077,106363242.4,50355765.52,56007476.9
 04/16  20:00:00,147757317.2,0,0,50538588.88,23169600,71628391.33,2420736.944,0.002541839,112695377.6,61379195.65,51316181.96
 04/16  21:00:00,128533999.2,0,0,38769174.04,23169600,63729202.5,2866022.618,0.002067362,114982546.1,73048953.99,41933592.1
 04/16  22:00:00,104347812.8,0,0,26999759.2,23169600,50531492.12,3646961.462,0.001796233,130195302.2,93623190.04,36572112.18
 04/16  23:00:00,84161042.47,0,0,18440184.77,23169600,37863633.89,4687623.811,0.000982844,141944422.4,121456750,20487672.41
 04/16  24:00:00,71977775.6,0,0,14886432.88,23169600,28085665.77,5836076.947,0.000271129,159391049.2,152977261.5,6413787.615
