Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 08/08  05:00:00,80991561.6,0,3349454.127,21687347.87,19285200,35695631.8,973927.8,0.000927479,19371485.72,0,19371485.72
 08/08  06:00:00,82494935.58,0,4629946.056,23445117.62,0,53083565.93,1336305.967,0.003229,64895395.82,0,64895395.82
 08/08  07:00:00,95882239.5,0,6902464.063,21649135.49,0,65388425.55,1942214.388,0.003435107,68972165.76,0,68972165.76
 08/08  08:00:00,96636056.67,0,9506902.643,15665446.93,0,67967412.13,3496294.952,0.003297703,66254319.13,0,66254319.13
 08/08  09:00:00,89193076.71,0,11780208.22,13640190.48,0,59827593.96,3945084.046,0.00288549,58100779.24,0,58100779.24
 08/08  10:00:00,84489468.51,0,16549366.13,13640190.48,0,49327737.83,4972174.064,0.002610681,52665085.98,0,52665085.98
 08/08  11:00:00,93373724.51,0,23443677.97,13640190.48,0,49857589.98,6432266.076,0.002095415,42473161.12,0,42473161.12
 08/08  12:00:00,99946866.44,0,29766056.38,13298350.38,0,49081841.7,7800617.978,0.001820607,37037467.85,0,37037467.85
 08/08  13:00:00,103971146.6,0,33936219.39,13640190.48,0,47738181.37,8656555.377,0.0016145,32960697.91,0,32960697.91
 08/08  14:00:00,108323021.6,0,38019885.96,13640190.48,0,47208329.21,9454615.956,0.001408394,28883927.96,0,28883927.96
 08/08  15:00:00,117116755.2,0,41213887.12,16964668.05,0,48797885.67,10140314.4,0.0016145,32960697.91,0,32960697.91
 08/08  16:00:00,145885526.2,0,42651745.31,25868153.95,0,66715671.97,10649954.96,0.001889309,38396391.17,0,38396391.17
 08/08  17:00:00,169966676.2,0,45294762.86,30170497.53,0,83933250.96,10568164.82,0.002507628,50626701.01,0,50626701.01
 08/08  18:00:00,177592256.2,0,45219565.53,38309735.72,0,83236545.25,10826409.69,0.002954192,59459702.56,0,59459702.56
 08/08  19:00:00,166897672.2,0,39208976.5,44309080.3,0,73747799.95,9631815.485,0.002816788,56741855.93,0,56741855.93
 08/08  20:00:00,173992844.7,0,35778555.17,44844053.7,12856800,71628391.33,8885044.487,0.00257633,51985624.32,0,51985624.32
 08/08  21:00:00,155961494.7,0,31866218.54,33074638.86,19285200,63729202.5,8006234.797,0.002095415,42473161.12,0,42473161.12
 08/08  22:00:00,122816135.1,0,25224119.73,21305224.02,19285200,50531492.12,6470099.234,0.001820607,37037467.85,0,37037467.85
 08/08  23:00:00,94324322.7,0,19368001.7,12745649.59,19285200,37863633.89,5061837.524,0.000996181,20730388.07,0,20730388.07
 08/08  24:00:00,75296394.6,0,14815348.84,9191897.701,19285200,28085665.77,3918282.283,0.000274809,6461693.261,0,6461693.261
 08/09  01:00:00,69030987.08,0,11496531.32,9191897.701,19285200,25966257.16,3091100.9,0.000137362,3742208.843,0,3742208.843
 08/09  02:00:00,65760687.65,0,9749270.158,9191897.701,19285200,24906552.85,2627766.94,3.43405E-05,1704919.031,0,1704919.031
 08/09  03:00:00,63940748,0,8744209.93,9191897.701,19285200,24376700.69,2342739.679,3.43405E-05,1704896.692,0,1704896.692
 08/09  04:00:00,70061505.42,0,7668303.693,13777384,19285200,27266590.8,2064026.923,0.000137362,3741477.586,0,3741477.586
 08/09  05:00:00,86657130.26,0,7864952.358,21687347.87,19285200,35695631.8,2123998.229,0.000927195,19354978.94,0,19354978.94
 08/09  06:00:00,89256665.07,0,10038356.27,23445117.62,0,53083565.93,2689625.241,0.003228011,64837931.32,0,64837931.32
 08/09  07:00:00,104538912.5,0,13862886.91,21649135.49,0,65388425.55,3638464.541,0.003434054,68911033.32,0,68911033.32
 08/09  08:00:00,104672270.7,0,16054660.73,15665446.93,0,67967412.13,4984750.855,0.003296692,66195631.99,0,66195631.99
 08/09  09:00:00,97269538.01,0,18324618.56,13640190.48,0,59827593.96,5477134.999,0.002884605,58049427.99,0,58049427.99
 08/09  10:00:00,91645100.74,0,22352386.01,13640190.48,0,49327737.83,6324786.424,0.002609881,52618625.32,0,52618625.32
 08/09  11:00:00,101981524.5,0,30486645.12,13640190.48,0,49857589.98,7997098.914,0.002094773,42435870.32,0,42435870.32
 08/09  12:00:00,104065261.4,0,33189303.23,13298350.38,0,49081841.7,8495766.138,0.001820048,37005067.66,0,37005067.66
 08/09  13:00:00,111853180.6,0,40530656.6,13640190.48,0,47738181.37,9944152.137,0.001614005,32931965.66,0,32931965.66
 08/09  14:00:00,118195187,0,46336975.24,13640190.48,0,47208329.21,11009692.11,0.001407962,28858863.66,0,28858863.66
 08/09  15:00:00,125827390.5,0,48491394.78,16964668.05,0,48797885.67,11573441.98,0.001614005,32931965.66,0,32931965.66
 08/09  16:00:00,155053213.2,0,50294967.92,25868153.95,0,66715671.97,12174419.34,0.00188873,38362768.32,0,38362768.32
 08/09  17:00:00,178686457.6,0,52605018,30170497.53,0,83933250.96,11977691.11,0.002506859,50582074.32,0,50582074.32
 08/09  18:00:00,185467132.9,0,51937796.6,38309735.72,0,83236545.25,11983055.33,0.002953286,59407128.65,0,59407128.65
 08/09  19:00:00,176601852.6,0,47413140.99,44309080.3,0,73747799.95,11131831.39,0.002815924,56691727.32,0,56691727.32
 08/09  20:00:00,181313996.7,0,41939622.15,44844053.7,12856800,71628391.33,10045129.48,0.00257554,51939774.99,0,51939774.99
 08/09  21:00:00,160535804.7,0,35682873.96,33074638.86,19285200,63729202.5,8763889.384,0.002094773,42435870.32,0,42435870.32
 08/09  22:00:00,127767948,0,29316701.29,21305224.02,19285200,50531492.12,7329330.571,0.001820048,37005067.66,0,37005067.66
 08/09  23:00:00,99514709.61,0,23636252.53,12745649.59,19285200,37863633.89,5983973.604,0.000995876,20712659.66,0,20712659.66
 08/09  24:00:00,80494721.92,0,19072509.32,9191897.701,19285200,28085665.77,4859449.118,0.000274724,6456802.665,0,6456802.665
 08/10  01:00:00,74676209.45,0,16099342.52,9191897.701,19285200,25966257.16,4133512.068,0.000137322,3739849.508,0,3739849.508
 08/10  02:00:00,70353098.1,0,13455728.87,9191897.701,19285200,24906552.85,3513718.68,3.43305E-05,1704336.233,0,1704336.233
 08/10  03:00:00,68253639.4,0,12206077.51,9191897.701,19285200,24376700.69,3193763.495,3.43305E-05,1704315.067,0,1704315.067
 08/10  04:00:00,74646125.63,0,11346368.64,13777384,19285200,27266590.8,2970582.182,0.000137322,3739156.807,0,3739156.807
 08/10  05:00:00,90610583.11,0,11025352.32,21687347.87,19285200,35695631.8,2917051.111,0.000926925,19339339.43,0,19339339.43
 08/10  06:00:00,92217339.53,0,12395740.71,23445117.62,0,53083565.93,3292915.252,0.003227072,64783486.2,0,64783486.2
 08/10  07:00:00,103370842.7,0,12910370.77,21649135.49,0,65388425.55,3422910.921,0.003433055,68853112.98,0,68853112.98
 08/10  08:00:00,100419259.5,0,12573779.31,15665446.93,0,67967412.13,4212621.101,0.003295733,66140028.46,0,66140028.46
 08/10  09:00:00,90399874.54,0,12716762.93,13640190.48,0,59827593.96,4215327.169,0.002883766,58000774.9,0,58000774.9
 08/10  10:00:00,83575390.24,0,15710842.28,13640190.48,0,49327737.83,4896619.645,0.002609122,52574605.87,0,52574605.87
 08/10  11:00:00,94322024.53,0,24082731.69,13640190.48,0,49857589.98,6741512.372,0.002094163,42400538.92,0,42400538.92
 08/10  12:00:00,97569728.44,0,27680191.17,13298350.38,0,49081841.7,7509345.189,0.001819519,36974369.88,0,36974369.88
 08/10  13:00:00,100846943.4,0,31290771.54,13640190.48,0,47738181.37,8177799.977,0.001613536,32904743.1,0,32904743.1
 08/10  14:00:00,103550819.1,0,33940058.17,13640190.48,0,47208329.21,8762241.231,0.001407553,28835116.32,0,28835116.32
 08/10  15:00:00,109964488.8,0,35048635.18,16964668.05,0,48797885.67,9153299.917,0.001613536,32904743.1,0,32904743.1
 08/10  16:00:00,138954584.7,0,36696362.65,25868153.95,0,66715671.97,9674396.145,0.00188818,38330912.14,0,38330912.14
 08/10  17:00:00,162034628.4,0,38507497.99,30170497.53,0,83933250.96,9423381.889,0.00250613,50539792.48,0,50539792.48
 08/10  18:00:00,170646003.5,0,39317877.31,38309735.72,0,83236545.25,9781845.175,0.002952427,59357317.16,0,59357317.16
 08/10  19:00:00,161387103.9,0,34549893.15,44309080.3,0,73747799.95,8780330.46,0.002815105,56644232.64,0,56644232.64
 08/10  20:00:00,165079778.1,0,28286429.56,44844053.7,12856800,71628391.33,7464103.522,0.002574791,51896334.74,0,51896334.74
 08/10  21:00:00,145465216.5,0,23107168.23,33074638.86,19285200,63729202.5,6269006.893,0.002094163,42400538.92,0,42400538.92
 08/10  22:00:00,113952120.8,0,17908032.45,21305224.02,19285200,50531492.12,4922172.166,0.001819519,36974369.88,0,36974369.88
 08/10  23:00:00,85632476.75,0,12276479.1,12745649.59,19285200,37863633.89,3461514.18,0.000995586,20695862.76,0,20695862.76
 08/10  24:00:00,66314611.95,0,7559346.073,9191897.701,19285200,28085665.77,2192502.4,0.000274644,6452169.039,0,6452169.039
 08/11  01:00:00,61312528.16,0,5305385.66,9191897.701,19285200,25966257.16,1563787.637,0.000137284,3737619.131,0,3737619.131
 08/11  02:00:00,59291805.61,0,4565601.027,9191897.701,19285200,24906552.85,1342554.029,3.43211E-05,1703785.705,0,1703785.705
 08/11  03:00:00,58231885.89,0,4161804.649,9191897.701,19285200,24376700.69,1216282.843,3.43211E-05,1703765.72,0,1703765.72
 08/11  04:00:00,65865449.37,0,4300611.021,13777384,19285200,27266590.8,1235663.542,0.000137284,3736965.171,0,3736965.171
 08/11  05:00:00,82764756.72,0,4741561.563,21687347.87,19285200,35695631.8,1355015.484,0.00092667,19324571.8,0,19324571.8
 08/11  06:00:00,84280595.28,0,6037691.114,23445117.62,0,53083565.93,1714220.608,0.003226184,64732076.59,0,64732076.59
 08/11  07:00:00,98365000.93,0,8895055.949,21649135.49,0,65388425.55,2432383.938,0.003432111,68798421.91,0,68798421.91
 08/11  08:00:00,99460379.55,0,11829575.6,15665446.93,0,67967412.13,3997944.876,0.003294826,66087525.03,0,66087525.03
 08/11  09:00:00,93906125.76,0,15652431.58,13640190.48,0,59827593.96,4785909.729,0.002882973,57954834.4,0,57954834.4
 08/11  10:00:00,91508906.36,0,22327598.77,13640190.48,0,49327737.83,6213379.277,0.002608404,52533040.65,0,52533040.65
 08/11  11:00:00,100273350,0,29167380.75,13640190.48,0,49857589.98,7608188.816,0.002093587,42367177.36,0,42367177.36
 08/11  12:00:00,105887994.2,0,34786254.32,13298350.38,0,49081841.7,8721547.813,0.001819019,36945383.61,0,36945383.61
 08/11  13:00:00,110707705.7,0,39679744.56,13640190.48,0,47738181.37,9649589.271,0.001613092,32879038.3,0,32879038.3
