Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/08  19:00:00,3742788.859,175443891.4,584677649.1
 01/08  20:00:00,4800494.122,174818923.6,628876806.1
 01/08  21:00:00,5590839.942,175305697.9,656854420
 01/08  22:00:00,6182628.47,157235780.3,671455489.8
 01/08  23:00:00,7104311.213,134987448.7,712486224.7
 01/08  24:00:00,7976495.279,116405874.4,739733694.6
 01/09  01:00:00,8652277.671,105152105.6,759232120.4
 01/09  02:00:00,9089581.785,104237487.2,775620003.9
 01/09  03:00:00,9471600.383,104183984.5,789511892.5
 01/09  04:00:00,10091038.36,105273904.5,817301869.2
 01/09  05:00:00,10660182.03,114164593.2,843630000.5
 01/09  06:00:00,10402263.84,129577500.9,843157827.8
 01/09  07:00:00,10459266.52,148323613.3,886532248.2
 01/09  08:00:00,10785947.33,159851226,910329725.2
 01/09  09:00:00,10245578.98,140037242.6,886607204.6
 01/09  10:00:00,8720507.643,121290574.5,783158703.1
 01/09  11:00:00,7336378.436,106238982.4,688040626.3
 01/09  12:00:00,6213534.309,103193465.5,608275140.5
 01/09  13:00:00,4640013.678,97371871.02,527496428.3
 01/09  14:00:00,2950153.796,92516646.6,457106340.2
 01/09  15:00:00,1508312.593,88815089.05,408563950.1
 01/09  16:00:00,634637.3499,92453405.77,404010189.6
 01/09  17:00:00,1088586.589,125060166.4,448573140.4
 01/09  18:00:00,2896294.528,165838508.1,540033599.8
 01/09  19:00:00,4317787.618,176726437.8,604293485.6
 01/09  20:00:00,5212448.319,175695294.8,642041785.7
 01/09  21:00:00,5927579.828,176044770.6,668189663.3
 01/09  22:00:00,6530783.533,158007043.9,683334470.1
 01/09  23:00:00,7460494.181,135784027.6,724971167.7
 01/09  24:00:00,8339287.097,117215395.1,752610841.1
 01/10  01:00:00,8832662.066,105522493.6,764699750.6
 01/10  02:00:00,8996191.219,103950918.1,769679498.9
 01/10  03:00:00,8628598.578,101952847.1,749048560.1
 01/10  04:00:00,9078544.459,102490385.1,766298079
 01/10  05:00:00,9791488.823,111727051.8,798753211.7
 01/10  06:00:00,10136070.3,128738851.5,827581508.8
 01/10  07:00:00,10009282.86,147098710.5,865030702.3
 01/10  08:00:00,9537252.065,156641804.5,854222784.9
 01/10  09:00:00,9306847.7,137782108,845635248.1
 01/10  10:00:00,8297597.541,120783194.4,777309153.1
 01/10  11:00:00,6759068.496,105673110,684814205.8
 01/10  12:00:00,5354746.138,102326883.9,604681237.8
 01/10  13:00:00,4187919.752,98003749.67,553025173.5
 01/10  14:00:00,2831145.652,93670418.01,486140992.9
 01/10  15:00:00,1686015.351,90352271.81,439737130.4
 01/10  16:00:00,972987.4783,93908560.8,428714058.5
 01/10  17:00:00,965879.5385,124795319.2,441152571.2
 01/10  18:00:00,1459646.397,161957635.4,472737796.9
 01/10  19:00:00,1816728.249,170111386.8,492874894.2
 01/10  20:00:00,2000881.379,167258920.9,500992932.9
 01/10  21:00:00,2077344.998,165930212.7,499576882.4
