Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/19  16:00:00,2542681.507,108501823.9,513246154.3
 01/19  17:00:00,2766528.389,147102293.1,520703025.6
 01/19  18:00:00,3532010.155,164995508.4,554254291
 01/19  19:00:00,4475452.641,174004653.1,586425563.8
 01/19  20:00:00,4730002.272,171194618.3,595028772.9
 01/19  21:00:00,4569132.041,169357758.4,585473011.4
 01/19  22:00:00,4575884.746,149833622.7,575840254.9
 01/19  23:00:00,4451023.121,124932339.4,572847275.5
 01/19  24:00:00,4401685.63,103979036.5,558385565.7
 01/20  01:00:00,4496514.483,91240510.95,551840987.5
 01/20  02:00:00,4416287.735,89050785,547695398.6
 01/20  03:00:00,4517296.211,88334581.89,551489787.3
 01/20  04:00:00,4344289.118,87448633.23,545732364.1
 01/20  05:00:00,3961873.577,93983666.09,532296947.2
 01/20  06:00:00,3833661.695,109807266.1,543467209.7
 01/20  07:00:00,3470406.673,127681115.4,581918841.6
 01/20  08:00:00,3198997.344,137754574.1,582919156.6
 01/20  09:00:00,2885027.61,138634601.5,577048455.8
 01/20  10:00:00,2841345.645,128526527.9,565272040.4
 01/20  11:00:00,3252165.272,103482120.5,570965585.4
 01/20  12:00:00,3419699.184,96770823.82,565320689.9
 01/20  13:00:00,4181815.536,97198393.94,591316344.1
 01/20  14:00:00,4394866.003,97114212.44,594313200
 01/20  15:00:00,4903619.814,97796745.81,608833582.4
 01/20  16:00:00,5136269.496,114720089.6,619766358
 01/20  17:00:00,5244109.505,153006723.9,621198081.7
 01/20  18:00:00,5753034.208,170336397.7,644710839.9
 01/20  19:00:00,6260127.085,178282807.6,659047262.7
 01/20  20:00:00,6092235.888,174477390.9,650981196.3
 01/20  21:00:00,6152074.978,173157928.2,650329221.8
 01/20  22:00:00,5914230.988,153055230.5,630767101.8
 01/20  23:00:00,4763172.785,125788365.8,588094349.5
 01/20  24:00:00,4928047.181,105324395.4,581861198.1
 01/21  01:00:00,5178036.043,92923954.12,580695279.4
 01/21  02:00:00,4499796.004,89349583.48,553204637.6
 01/21  03:00:00,4510351.17,88362829.04,551948495
 01/21  04:00:00,4784384.92,88510755.24,563591871.3
