Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 01/02  22:00:00,162483540.6,9255337.167,0,38769174.04,23169600,63729202.5,27560226.87,0.002253915,799770425.3,745235852.5,54534572.81
 01/02  23:00:00,138535599.1,9514697.972,0,26999759.2,23169600,50531492.12,28320049.81,0.00195832,813599778.5,766079273.3,47520505.26
 01/02  24:00:00,118297650,9760066.135,0,18440184.77,23169600,37863633.89,29064165.2,0.001071533,812968259.3,786489956.7,26478302.59
 01/03  01:00:00,105693700.1,9912006.591,0,14886432.88,23169600,28085665.77,29639994.82,0.000295755,809903475.2,801826828.2,8076646.946
 01/03  02:00:00,103811443.5,9964205.928,0,14886432.88,23169600,25966257.16,29824947.57,0.000147878,810695770.2,806130072.5,4565697.755
 01/03  03:00:00,102810471.2,9965240.429,0,14886432.88,23169600,24906552.85,29882645,3.69694E-05,809002050.7,807071382.7,1930667.925
 01/03  04:00:00,102243326.7,9936923.967,0,14886432.88,23169600,24376700.69,29873669.18,3.69694E-05,808153308.8,806222638.9,1930669.906
 01/03  05:00:00,109597844.7,9909723.609,0,19471919.18,23169600,27266590.8,29780011.09,0.000147878,807768378.7,803202612.9,4565765.758
 01/03  06:00:00,125490209.6,9832124.407,0,27381883.05,23169600,35695631.8,29410970.34,0.000998174,817339837,792571649.4,24768187.56
 01/03  07:00:00,143562201.7,9581477.101,0,29139652.8,23169600,53083565.93,28587905.89,0.003475124,852573736.1,768955027.3,83618708.84
 01/03  08:00:00,153516106.6,9274053.236,0,27343670.67,23169600,65388425.55,28340357.09,0.003696941,849744385.7,760855481,88888904.66
 01/03  09:00:00,130638956.7,8936003.21,0,23919589.28,0,67967412.13,29815952.11,0.003549063,838491895.3,753116454.5,85375440.78
 01/03  10:00:00,118278863.8,8159804.387,0,21894332.83,0,59827593.96,28397132.62,0.00310543,781881947,707046897.8,74835049.14
 01/03  11:00:00,105132157.6,7296020.717,0,21894332.83,0,49327737.83,26614066.26,0.002809675,720632398.1,652824276.7,67808121.39
 01/03  12:00:00,103630905.5,6508569.165,0,21894332.83,0,49857589.98,25370413.54,0.002255134,669701324.2,615068692.3,54632631.84
 01/03  13:00:00,101047502.5,5999013.3,0,21196991.74,0,49081841.7,24769655.72,0.001959378,645136291.3,597530587.2,47605704.08
 01/03  14:00:00,100015431.5,5709520.141,0,21894332.83,0,47738181.37,24673397.12,0.001737562,636027445.9,593691937.6,42335508.27
 01/03  15:00:00,99462194.08,5524793.897,0,21894332.83,0,47208329.21,24834738.14,0.001515746,634773848.8,597708536.4,37065312.45
 01/03  16:00:00,104684655.7,5546693.631,0,25218810.4,0,48797885.67,25121265.98,0.001737562,648027827.7,605692319.4,42335508.27
 01/03  17:00:00,147228511.1,5688510.101,0,34122296.3,15446400,66715671.97,25255632.77,0.002033317,659326438.8,609964002.8,49362436.02
 01/03  18:00:00,171746334.4,5810649.617,0,35865032.71,23169600,83933250.96,22967801.13,0.002698767,670598187.6,605425164.1,65173023.48
 01/03  19:00:00,178910956.8,5963625.323,0,44004270.9,23169600,83236545.25,22536915.31,0.003179369,671304184.6,594712403.5,76591781.08
 01/03  20:00:00,175918994.1,6140346.862,0,50003615.48,23169600,73747799.95,22857631.84,0.003031491,677340019.7,604261702.5,73078317.2
 01/03  21:00:00,174951723.6,6355260.762,0,50538588.88,23169600,71628391.33,23259882.65,0.002772705,682853059.7,615923304.3,66929755.42
 01/03  22:00:00,156355026.3,6731989.053,0,38769174.04,23169600,63729202.5,23955060.68,0.002255134,690600758.3,635968126.5,54632631.84
 01/03  23:00:00,133122668.4,7262844.338,0,26999759.2,23169600,50531492.12,25158972.71,0.001959378,718028299.9,670422595.8,47605704.08
 01/03  24:00:00,113737583.3,7830780.811,0,18440184.77,23169600,37863633.89,26433383.8,0.001072113,733435938.5,706911017.7,26524920.81
 01/04  01:00:00,101338109.7,8043546.332,0,14886432.88,23169600,28085665.77,27152864.72,0.000295912,734567751.5,726478378.6,8089372.896
 01/04  02:00:00,99265910.61,8009411.524,0,14886432.88,23169600,25966257.16,27234209.05,0.000147956,732131235.6,727559190.6,4572044.994
 01/04  03:00:00,98042319.12,7925600.168,0,14886432.88,23169600,24906552.85,27154133.23,3.69891E-05,726253801.1,724321546.5,1932254.552
 01/04  04:00:00,97754411.27,8023719.724,0,14886432.88,23169600,24376700.69,27297957.97,3.69891E-05,730319676.2,728387419.7,1932256.504
 01/04  05:00:00,105687263.1,8236053.611,0,19471919.18,23169600,27266590.8,27543099.47,0.000147956,740539217.3,735967105.3,4572112.01
 01/04  06:00:00,122258218.9,8426530.431,0,27381883.05,23169600,35695631.8,27584573.65,0.000998705,762888382,738077357.8,24811024.16
 01/04  07:00:00,140811097.6,8351182.146,0,29139652.8,23169600,53083565.93,27067096.74,0.003476973,807622258.1,723854414.5,83767843.58
 01/04  08:00:00,150861917,8060526.56,0,27343670.67,23169600,65388425.55,26899694.2,0.003698907,807130509.4,718082950.7,89047558.64
 01/04  09:00:00,128210348.5,7767887.049,0,23919589.28,0,67967412.13,28555460.07,0.003550951,800358087.2,714830338.6,85527748.6
 01/04  10:00:00,117092090.9,7353507.045,0,21894332.83,0,59827593.96,28016657.1,0.003107082,769896377.3,694928058.8,74968318.49
 01/04  11:00:00,105159335,6831662.907,0,21894332.83,0,49327737.83,27105601.45,0.00281117,734513177.8,666584479.3,67928698.41
 01/04  12:00:00,104141065,6244492.326,0,21894332.83,0,49857589.98,26144649.88,0.002256333,692054485.1,637325074.3,54729410.77
 01/04  13:00:00,101644550.8,5823224.462,0,21196991.74,0,49081841.7,25542492.89,0.001960421,667401251,619711460.3,47689790.69
 01/04  14:00:00,100541271,5593340.671,0,21894332.83,0,47738181.37,25315416.15,0.001738486,654358357.3,611948281.7,42410075.64
 01/04  15:00:00,99718882.9,5404529.251,0,21894332.83,0,47208329.21,25211691.6,0.001516552,645392330.9,608261970.3,37130360.58
 01/04  16:00:00,104456084.9,5301076.866,0,25218810.4,0,48797885.67,25138312,0.001738486,648211047.9,605800972.2,42410075.64
 01/04  17:00:00,146514809.3,5285788.543,0,34122296.3,15446400,66715671.97,24944652.5,0.002034399,649943289.3,600493593.6,49449695.71
 01/04  18:00:00,170648999,5275525.761,0,35865032.71,23169600,83933250.96,22405589.57,0.002700202,653945926.1,588657085.3,65288840.88
 01/04  19:00:00,177364794.4,5243307.233,0,44004270.9,23169600,83236545.25,21711071.04,0.00318106,646927053.6,570198830.1,76728223.51
 01/04  20:00:00,173879616.2,5228230.279,0,50003615.48,23169600,73747799.95,21730370.53,0.003033104,644070161.7,570861748.2,73208413.47
 01/04  21:00:00,172393037.4,5234184.161,0,50538588.88,23169600,71628391.33,21822273.03,0.002774181,640372053.7,573323307.8,67048745.9
 01/04  22:00:00,152792534.2,5211610.626,0,38769174.04,23169600,63729202.5,21912947.07,0.002256333,630182184.7,575452773.9,54729410.77
 01/04  23:00:00,128146131,5184961.556,0,26999759.2,23169600,50531492.12,22260318.18,0.001960421,632056176.7,584366386,47689790.69
 01/04  24:00:00,107273871.8,5171606.849,0,18440184.77,23169600,37863633.89,22628846.3,0.001072683,620373545.5,593802615.1,26570930.47
 01/05  01:00:00,94511019.03,5263372.38,0,14886432.88,23169600,28085665.77,23105947.99,0.000296067,614646796.3,606544868.3,8101927.969
 01/05  02:00:00,92882543.92,5417771.319,0,14886432.88,23169600,25966257.16,23442482.56,0.000148034,620404527.1,615826220.7,4578306.429
 01/05  03:00:00,92238998.29,5554839.74,0,14886432.88,23169600,24906552.85,23721572.82,3.70084E-05,625594225.5,623660405.8,1933819.726
 01/05  04:00:00,92073800.83,5685151.273,0,14886432.88,23169600,24376700.69,23955915.98,3.70084E-05,632275362.6,630341541,1933821.648
 01/05  05:00:00,99713025.52,5772841.701,0,19471919.18,23169600,27266590.8,24032073.83,0.000148034,637246268.2,632667895.8,4578372.442
 01/05  06:00:00,115981594.7,5850989.916,0,27381883.05,23169600,35695631.8,23883489.95,0.000999228,653880097.7,629026816.2,24853281.47
 01/05  07:00:00,134755435.6,5886203.625,0,29139652.8,23169600,53083565.93,23476413.27,0.003478792,702364456.4,618449494.9,83914961.55
 01/05  08:00:00,145514726.4,5901676.822,0,27343670.67,23169600,65388425.55,23711353.36,0.003700843,714198255.6,624994188.4,89204067.12
 01/05  09:00:00,123715207.6,5934949.571,0,23919589.28,0,67967412.13,25893256.56,0.003552809,721375375.9,635697379.2,85677996.74
 01/05  10:00:00,113042671.2,5733191.733,0,21894332.83,0,59827593.96,25587552.69,0.003108708,698224453.3,623124667.7,75099785.61
 01/05  11:00:00,101054231.9,5276969.06,0,21894332.83,0,49327737.83,24555192.15,0.00281264,659826993,591779348.2,68047644.85
 01/05  12:00:00,99899792.33,4758316.539,0,21894332.83,0,49857589.98,23389552.97,0.002257514,612067219.4,557242338.5,54824880.94
 01/05  13:00:00,97326579.1,4342831.187,0,21196991.74,0,49081841.7,22704914.48,0.001961447,585475616.9,537702876.7,47772740.19
 01/05  14:00:00,96177926.28,4023637.023,0,21894332.83,0,47738181.37,22521775.06,0.001739396,573880352.4,531396717.8,42483634.62
 01/05  15:00:00,95695472.9,3855280.773,0,21894332.83,0,47208329.21,22737530.08,0.001517346,573989348.5,536794819.4,37194529.06
 01/05  16:00:00,101002264.5,3898864.623,0,25218810.4,0,48797885.67,23086703.77,0.001739396,588857980.7,546374346.1,42483634.62
 01/05  17:00:00,143536716.7,4046835.393,0,34122296.3,15446400,66715671.97,23205513.08,0.002035464,599674937,550139161.7,49535775.38
 01/05  18:00:00,168000446,4186463.957,0,35865032.71,23169600,83933250.96,20846098.39,0.002701615,609940687,544537594.9,65403092.07
 01/05  19:00:00,174942219.2,4241179.102,0,44004270.9,23169600,83236545.25,20290623.9,0.003182725,606863553.4,530000732.6,76862820.8
 01/05  20:00:00,171486152.2,4252521.754,0,50003615.48,23169600,73747799.95,20312615.05,0.003034691,604031357.4,530694607,73336750.42
 01/05  21:00:00,170004160.5,4279138.164,0,50538588.88,23169600,71628391.33,20388442.11,0.002775632,599844787.4,532678660.1,67166127.26
 01/05  22:00:00,150597933.8,4339944.222,0,38769174.04,23169600,63729202.5,20590013,0.002257514,592783668.5,537958787.6,54824880.94
 01/05  23:00:00,126287396.7,4448601.406,0,26999759.2,23169600,50531492.12,21137944,0.001961447,600330202.9,552557462.7,47772740.19
 01/05  24:00:00,105766175.2,4570602.343,0,18440184.77,23169600,37863633.89,21722154.24,0.001073244,594715545,568099227.1,26616317.93
 01/06  01:00:00,93214828.43,4736607.948,0,14886432.88,23169600,28085665.77,22336521.82,0.00029622,592761818.9,584647510.5,8114308.447
 01/06  02:00:00,91613601.11,4890555.725,0,14886432.88,23169600,25966257.16,22700755.34,0.00014811,599205149.6,594620669.4,4584480.206
 01/06  03:00:00,90971788.93,5022879.177,0,14886432.88,23169600,24906552.85,22986324.02,3.70275E-05,604599969.9,602664606.9,1935362.982
 01/06  04:00:00,90572564.94,5047605.779,0,14886432.88,23169600,24376700.69,23092225.58,3.70275E-05,607437046.3,605501681.4,1935364.874
 01/06  05:00:00,97887727.42,4992746.47,0,19471919.18,23169600,27266590.8,22986870.97,0.00014811,607002086.9,602417541.7,4584545.202
 01/06  06:00:00,113734921.3,4888683.071,0,27381883.05,23169600,35695631.8,22599123.37,0.000999741,616673801.4,591778854.4,24894946.98
 01/06  07:00:00,132244832.4,4807980.82,0,29139652.8,23169600,53083565.93,22044032.8,0.003480581,661097605.1,577037585.9,84060019.18
 01/06  08:00:00,139044262.8,4775449.672,0,27343670.67,19308000,65388425.55,22228716.92,0.003702746,671684343.7,582325960,89358383.74
 01/06  09:00:00,121017318.8,4740032.977,0,23919589.28,0,67967412.13,24390284.38,0.003554636,677665147.3,591839006.6,85826140.7
 01/06  10:00:00,110557610.9,4597443.393,0,21894332.83,0,59827593.96,24238240.75,0.003110307,659377172.5,584147760.9,75229411.57
 01/06  11:00:00,99375722.93,4373785.344,0,21894332.83,0,49327737.83,23779866.93,0.002814087,638055871.6,569890946.1,68164925.49
 01/06  12:00:00,99253446.03,4136039.609,0,21894332.83,0,49857589.98,23365483.61,0.002258675,612199341.9,557280327.8,54919014.08
 01/06  13:00:00,97163494.64,3892626.481,0,21196991.74,0,49081841.7,22992034.72,0.001962456,594540337.5,546685809.5,47854528
 01/06  14:00:00,96145278.63,3705409.181,0,21894332.83,0,47738181.37,22807355.25,0.001740291,582733017.7,540176854.3,42556163.43
