Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/10  21:00:00,16847598.15,199530782.3,1117731805
 01/10  22:00:00,16730130.99,179697040.8,1102404098
 01/10  23:00:00,16796972.45,155288529.7,1108831102
 01/10  24:00:00,16889909.04,134704143.1,1101696162
 01/11  01:00:00,16995610.29,122012028.9,1096769488
 01/11  02:00:00,17491599.29,121244556.2,1119102958
 01/11  03:00:00,18450402.98,122562431.7,1161420875
 01/11  04:00:00,19160419.53,123809600.5,1195284805
 01/11  05:00:00,19389449.37,131828870.8,1207785807
 01/11  06:00:00,19859915.86,149035153.8,1243189873
 01/11  07:00:00,19465985.99,166839054.8,1276848909
 01/11  08:00:00,20174797.13,179172019.8,1318236907
 01/11  09:00:00,21962959.83,184711027.6,1401540255
 01/11  10:00:00,23292090.05,177918632.1,1454265596
 01/11  11:00:00,24271032.62,165922504,1491539083
 01/11  12:00:00,24552899,147910205.3,1492793386
 01/11  13:00:00,23817858.18,144767685.5,1453072266
 01/11  14:00:00,23476440.91,143219814.2,1426169974
 01/11  15:00:00,24311964.95,144606300.5,1455077300
 01/11  16:00:00,24936698.99,174085841.3,1485659075
 01/11  17:00:00,25071842.7,200936466.3,1490022571
 01/11  18:00:00,25348372.54,217975371.4,1508045933
 01/11  19:00:00,25768880.85,225639853.8,1517656042
 01/11  20:00:00,25738623.86,222125574.2,1513738263
 01/11  21:00:00,25844804.52,220843226.2,1513254682
 01/11  22:00:00,25640164.74,200827954.2,1493848004
 01/11  23:00:00,25903614.08,176937321.4,1511123856
 01/11  24:00:00,26568658.85,157768445.6,1532812074
 01/12  01:00:00,26835901.02,145553095.1,1538730646
 01/12  02:00:00,26899347.41,143755638,1542308789
 01/12  03:00:00,27577756.03,144403105.6,1574212079
 01/12  04:00:00,27874153.66,144724074.8,1592213885
 01/12  05:00:00,27990660.65,152461792.9,1599800506
 01/12  06:00:00,28363240.15,169408707.1,1631006448
 01/12  07:00:00,28509648.58,188442204.8,1688097345
 01/12  08:00:00,28535234.58,199215052.9,1700685730
 01/12  09:00:00,28407207.86,200034537.2,1696822810
 01/12  10:00:00,28529442.19,190323194.8,1692063001
 01/12  11:00:00,28278796.36,175334988.9,1669492618
 01/12  12:00:00,27558092.88,154800461.3,1619564782
 01/12  13:00:00,26647693.38,151166808.2,1570033151
 01/12  14:00:00,26237781.18,149500649.2,1542239129
 01/12  15:00:00,26540693.92,149657533.4,1548074630
 01/12  16:00:00,26631989.99,177936337.5,1555906666
 01/12  17:00:00,26570121.45,204375913.6,1553094819
 01/12  18:00:00,26979680.8,221795918.7,1578793301
 01/12  19:00:00,27015621.2,228584678.3,1571951143
 01/12  20:00:00,26613463.93,224214217.8,1551911016
 01/12  21:00:00,27066938.43,223752005,1568104584
 01/12  22:00:00,27345766.46,204904913.6,1572377603
 01/12  23:00:00,26845918.85,179229665.4,1555134572
 01/12  24:00:00,26621026.78,157920072.1,1534681068
 01/13  01:00:00,26048049.5,143618014.1,1498675964
 01/13  02:00:00,25626194.52,140619473.3,1478143920
 01/13  03:00:00,25617998.77,139590602.1,1476321633
 01/13  04:00:00,25376256.37,138535015.6,1466483755
 01/13  05:00:00,25004522.76,145083410.6,1450781857
 01/13  06:00:00,24987355.02,161103767.3,1464120041
 01/13  07:00:00,25044552.7,179918646.1,1517489934
 01/13  08:00:00,24807303.89,190087184.2,1518977003
 01/13  09:00:00,24251383.42,190064206.4,1498073644
 01/13  10:00:00,23754075.97,178917232.5,1465376607
 01/13  11:00:00,23389478.51,159789199.9,1438026282
 01/13  12:00:00,22958112.12,143778980,1401508186
 01/13  13:00:00,22171066.51,140370437,1355659661
 01/13  14:00:00,20923413.27,136825190.9,1292894805
 01/13  15:00:00,19968360.99,134153116.9,1246700927
 01/13  16:00:00,19030936.44,156142052.2,1209558121
 01/13  17:00:00,17880605.36,183766539.5,1156247034
 01/13  18:00:00,16706591.18,197066055.1,1107630392
 01/13  19:00:00,15871817.62,201719829.4,1062463646
 01/13  20:00:00,15136852.73,196557970.9,1030146663
 01/13  21:00:00,14668023.08,193931470.5,1006331530
 01/13  22:00:00,14288501.84,173524624.2,982129975.4
 01/13  23:00:00,13862134.44,148022415.3,970176794.2
 01/13  24:00:00,13679082.58,126860027.2,953824558.8
 01/14  01:00:00,13431935.78,113388257,935797659.1
 01/14  02:00:00,13408664.24,111385334,935982622.8
 01/14  03:00:00,13645429.23,111065883.3,948610900.6
 01/14  04:00:00,14494392.02,112708613.5,990070448.2
 01/14  05:00:00,15012119.14,121456556.4,1016793421
 01/14  06:00:00,14967787.72,137517670.1,1032006956
