Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/21  16:00:00,0,92494810.72,26889012.3
 01/21  17:00:00,0,117829023.5,31175112.91
 01/21  18:00:00,0,140483557.2,41133097.78
 01/21  19:00:00,0,153671725.7,51495327.89
 01/21  20:00:00,0,148754755.1,62208502.11
 01/21  21:00:00,0,147379763.7,74220769.78
 01/21  22:00:00,0,128988047.9,91861766.12
 01/21  23:00:00,0,105996371,120227771.5
 01/21  24:00:00,0,86798372.88,140845136.8
 01/22  01:00:00,0,75746787.82,167913152.3
 01/22  02:00:00,0,74948950.27,187058959.3
 01/22  03:00:00,0,75473159.47,210388490.8
 01/22  04:00:00,0,76481807.66,234740431.8
 01/22  05:00:00,0,84507984.05,244825370.9
 01/22  06:00:00,0,101872424.3,273524572
 01/22  07:00:00,0,121945124.8,324678680.9
 01/22  08:00:00,0,120525629,333313423.6
 01/22  09:00:00,0,97962877.06,282136227.9
 01/22  10:00:00,0,82784683.12,194728078.9
 01/22  11:00:00,0,69224803.16,116575176.1
 01/22  12:00:00,0,72410195.3,68565285.05
 01/22  13:00:00,0,76017540.75,49351505.92
 01/22  14:00:00,0,80208432.75,35685980.44
 01/22  15:00:00,0,86606392.2,24269004.3
 01/22  16:00:00,0,96554901.79,26793737.42
 01/22  17:00:00,0,121042993.2,31175257.37
 01/22  18:00:00,0,142918079.4,41033677.27
 01/22  19:00:00,0,154932798.2,48457032.97
 01/22  20:00:00,0,148757756.2,51954501.51
 01/22  21:00:00,0,147109472.7,62982803.48
 01/22  22:00:00,0,127597077.8,64629484.42
 01/22  23:00:00,0,102943188.9,69431851.42
 01/22  24:00:00,0,82856319.82,75177389.71
 01/23  01:00:00,0,71443597.37,95664388.06
 01/23  02:00:00,0,70711559.03,116553421.8
 01/23  03:00:00,0,70388440.17,127409659.4
 01/23  04:00:00,0,70677697.94,141299214.7
 01/23  05:00:00,0,78345964.41,146125502.5
 01/23  06:00:00,0,94501068.71,155237584.5
 01/23  07:00:00,0,113289236,185559964.5
 01/23  08:00:00,0,112558012.5,193966751.1
 01/23  09:00:00,0,102084832.8,195409798
 01/23  10:00:00,0,90173466.29,158270910.1
 01/23  11:00:00,0,78095198.67,122349279.8
 01/23  12:00:00,0,77863662.88,100002367.5
 01/23  13:00:00,0,75548551.43,78730485.02
 01/23  14:00:00,0,77081286.75,49754796.42
 01/23  15:00:00,0,80636534.35,40760649.22
 01/23  16:00:00,0,85608629.62,41877425.24
 01/23  17:00:00,0,110542136.9,45694841.14
 01/23  18:00:00,0,131377168.4,61126385.12
 01/23  19:00:00,0,153102498.8,87833432.98
 01/23  20:00:00,0,150472147.2,107253111
 01/23  21:00:00,0,149588726.6,114640446.2
 01/23  22:00:00,0,130912228.9,123325170.6
 01/23  23:00:00,0,107656342.8,147559013
 01/23  24:00:00,0,87637877.2,155024599.1
 01/24  01:00:00,0,75914161.22,169863936.8
 01/24  02:00:00,0,75607151.65,196431211.5
 01/24  03:00:00,0,77362876.44,239972403
