Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/19  03:00:00,5299435.232,91355651,607489074.2
 01/19  04:00:00,5579414.278,91576850.78,621072852.8
 01/19  05:00:00,6116345.362,100370573.1,646867830.8
 01/19  06:00:00,6637978.534,117822009.8,685627691.4
 01/19  07:00:00,7043398.976,137598699.2,753934102.5
 01/19  08:00:00,7376732.155,145344824.7,781594080.9
 01/19  09:00:00,7644048.875,127844984.5,796370530.2
 01/19  10:00:00,6990779.342,115675310.7,741908655.8
 01/19  11:00:00,5875134.728,101742009.5,664859280
 01/19  12:00:00,4835300.215,99193498.61,590863906.1
 01/19  13:00:00,3893941.207,95237189.11,539000983.6
 01/19  14:00:00,3005604.977,92598361.51,502181583.9
 01/19  15:00:00,2027448.032,90170436.97,470795928.7
 01/19  16:00:00,1642192.97,94678259.28,475435078.5
 01/19  17:00:00,1993825.215,130218439.4,500248569.6
 01/19  18:00:00,2563590.501,163498256.3,530867560.5
 01/19  19:00:00,3323312.569,172402725.1,563040104.3
 01/19  20:00:00,4231001.177,171177026.2,598309784.5
 01/19  21:00:00,5154739.815,171900703.1,631965913
 01/19  22:00:00,6025509.902,154514059.5,659948134.3
 01/19  23:00:00,6893343.981,132095410.6,700868608.4
 01/19  24:00:00,7776195.56,113469886.8,728774250.1
 01/20  01:00:00,8404874.035,102080713.9,747382256.2
 01/20  02:00:00,8810225.565,101078893.1,763970014.5
 01/20  03:00:00,9187325.479,100993353.6,778519076.2
 01/20  04:00:00,9444020.931,101114385.9,789717091.2
 01/20  05:00:00,9571331.193,108822840.8,795227369.5
 01/20  06:00:00,9652754.777,125075438,811282263.7
 01/20  07:00:00,9519913.715,143430001.3,852827579.2
 01/20  08:00:00,9262525.498,149646676.5,852163704.1
 01/20  09:00:00,8873482.496,130448374.5,836321904.6
 01/20  10:00:00,7874076.198,117440262.9,766659676.3
 01/20  11:00:00,6548241.446,102842148.7,676387426.6
 01/20  12:00:00,5240258.237,99591432.1,590096743.3
 01/20  13:00:00,4152376.616,95228802.54,531738318.9
 01/20  14:00:00,3208979.394,92507624.35,494734066.3
 01/20  15:00:00,2164457.115,90066648.14,465217108
 01/20  16:00:00,1870294.273,94960288.47,478595469.2
 01/20  17:00:00,2547777.824,131437583.3,521195032.4
 01/20  18:00:00,3608754.861,165918475.6,572273148.1
 01/20  19:00:00,4104814.788,174242446.7,594963404.9
 01/20  20:00:00,4255067.361,171229016.1,599805191.8
 01/20  21:00:00,4357034,169929305.8,597974762
 01/20  22:00:00,4493887.122,150651093.9,591881667
 01/20  23:00:00,4677176.497,126483374.4,601114432
 01/20  24:00:00,4846288.518,106066678.7,596578851.2
 01/21  01:00:00,5102335.08,93737613.24,597982363.4
 01/21  02:00:00,5389819.499,92481691.81,610342812.3
